DAM_ID,DAM_NAME,STATE,AGENCY_CODE,LONG,LAT,TIME_SERIES_START,TIME_SERIES_END,INCONSISTENCIES_NOTED
969,Blue Springs Dam,Missouri,DUKE,-94.335427,39.014258,1988-10-01,2015-09-30,NA
972,Wilson Dam,Kansas,ACE_KAN,-98.49375,38.963636,1963-09-04,2020-12-31,NA
974,Longview Dam,Missouri,DUKE,-94.465654,38.92201,1985-09-15,2015-09-30,NA
975,Clinton Dam,Kansas,ACE_KAN,-95.331348,38.91875,1978-01-01,2020-12-31,NA
976,Cedar Bluff,Kansas,BOR,-99.72388,38.785402,1976-01-01,2018-12-18,7/22/93
978,Council Grove City Dam,Kansas,ACE_TUL,-96.553129,38.676363,1979-10-01,2020-12-31,7/22/93
979,Hillsdale Dam,Kansas,ACE_KAN,-94.902775,38.657411,1980-01-01,2020-12-31,NA
980,Pomona Dam,Kansas,ACE_KAN,-95.557488,38.653448,1962-07-20,2020-12-31,NA
981,Kanopolis Dam,Kansas,ACE_KAN,-97.966322,38.609095,1949-01-01,2020-12-31,NA
982,Melvern Dam,Kansas,DUKE,-95.715718,38.51407,1970-10-03,2015-09-30,NA
983,Marion Lake,Kansas,ACE_TUL,-97.08315,38.370716,1979-10-01,2020-12-31,NA
987,Pueblo,Colorado,BOR,-104.727382,38.272917,1974-05-15,2018-12-18,NA
989,Harry S. Truman Dam,Missouri,DUKE,-93.40625,38.264873,1977-08-01,2015-09-30,NA
991,John Redmond Lake,Kansas,ACE_TUL,-95.764794,38.239796,1979-10-01,2020-12-31,NA
993,Bagnell Dam,Missouri,AME,-92.627083,38.20625,1987-01-01,2007-12-31,NA
998,John Martin Dam,Colorado,ACE_OMA,-102.939585,38.064582,1980-01-01,2020-12-31,NA
1000,Pomme de Terre Dam,Missouri,ACE_KAN,-93.321703,37.897187,1960-06-30,2020-12-31,NA
1001,El Dorado Lake,Kansas,DUKE,-96.813814,37.840623,1979-10-03,2015-09-30,NA
1003,Toronto Lake,Kansas,DUKE,-95.921996,37.741526,1979-10-01,2015-09-30,NA
1005,Cheney,Kansas,BOR,-97.802083,37.723975,1990-10-18,2018-12-18,NA
1006,Stockton Dam,Missouri,DUKE,-93.76875,37.689583,1968-10-01,2015-09-30,NA
1007,Fall River Lake,Kansas,DUKE,-96.06875,37.649318,1979-10-01,2015-09-30,NA
1014,Big Hill Lake,Kansas,ACE_TUL,-95.464466,37.2693,1980-01-01,2020-12-31,NA
1016,Trinidad,Colorado,ACE_ALB,-104.552901,37.142426,1980-01-01,2020-12-31,NA
1017,Clearwater Dam,Missouri,ACE_LIT,-90.774448,37.136323,1936-01-01,2020-02-18,NA
1019,Wappapello Dam,Missouri,ACE_STL,-90.282381,36.931986,1941-04-01,2020-12-31,NA
1020,Copan Lake,Oklahoma,DUKE,-95.972917,36.886385,1980-01-01,2015-09-30,NA
1021,Great Salt Plains Lake,Oklahoma,DUKE,-98.140473,36.747179,1980-07-18,2015-09-30,NA
1023,Kaw Lake,Oklahoma,DUKE,-96.927032,36.702154,1979-10-01,2015-09-30,NA
1026,Table Rock Dam,Missouri,ACE_LIT,-93.311648,36.597936,1940-01-02,2020-02-18,NA
1027,Fort Supply Lake,Oklahoma,DUKE,-99.565839,36.550855,1979-10-01,2015-09-30,NA
1028,Birch Lake,Oklahoma,DUKE,-96.161815,36.530647,1979-10-01,2015-09-30,NA
1032,Oologah Lake,Oklahoma,DUKE,-95.679416,36.424078,1979-10-01,2015-09-30,NA
1033,Beaver,Arkansas,ACE_LIT,-93.849219,36.422916,1972-12-01,2020-02-18,NA
1034,Spavinaw,Oklahoma,USGS,-95.046645,36.384733,2005-10-01,2020-12-31,NA
1035,Eucha,Oklahoma,USGS,-94.933731,36.375383,1980-01-01,2020-12-31,NA
1036,Bull Shoals,Arkansas,ACE_LIT,-92.572917,36.365385,1937-01-01,2020-02-18,NA
1042,Norfork,Arkansas,ACE_LIT,-92.238377,36.252069,1945-01-02,2020-02-18,NA
1044,Robert S. Kerr Dam,Oklahoma,USGS,-95.180265,36.231263,1980-01-01,2020-12-31,NA
1048,Keystone Lake,Oklahoma,DUKE,-96.25625,36.152083,1979-10-01,2015-09-30,NA
1050,Canton Lake,Oklahoma,ACE_TUL,-98.602083,36.085762,1979-10-01,2020-12-31,NA
1051,Newt Graham Lock and Dam,Oklahoma,DUKE,-95.539797,36.059869,1979-10-01,1994-10-31,NA
1053,Fort Gibson Lake,Oklahoma,DUKE,-95.232292,35.870603,1979-10-01,2015-09-30,NA
1055,Sanford Dam,Texas,BOR,-101.553663,35.713078,1967-10-01,2018-12-31,NA
1060,Tenkiller Lake,Oklahoma,ACE_TUL,-95.037008,35.595392,1979-10-01,2020-12-31,NA
1063,Foss,Oklahoma,BOR,-99.186521,35.543961,1988-04-01,2018-12-18,NA
1067,Greers Ferry,Arkansas,ACE_LIT,-91.992829,35.520559,1962-01-02,2020-02-18,NA
1068,Overholser,Oklahoma,USGS,-97.668076,35.487041,1980-01-01,2020-12-31,NA
1070,Conchas Dam,New Mexico,DUKE,-104.191262,35.40124,1991-01-01,2015-09-30,NA
1073,Ute Dam,New Mexico,USGS,-103.44804,35.351627,1980-01-01,2020-12-31,NA
1075,Robert S. Kerr Lock and Dam,Oklahoma,DUKE,-94.778828,35.346223,1979-10-01,1994-10-31,NA
1077,Eufaula Lake,Oklahoma,ACE_TUL,-95.357937,35.307952,1979-10-01,2020-12-31,NA
1078,Dardanelle Lock and Dam,Arkansas,DUKE,-93.172917,35.251912,1989-01-01,2015-12-31,NA
1080,Norman,Oklahoma,BOR,-97.219506,35.223344,1990-10-31,2018-12-18,NA
1081,Fort Cobb,Oklahoma,BOR,-98.456255,35.164589,1990-10-31,2018-12-18,NA
1084,Blue Mountain,Arkansas,ACE_LIT,-93.651042,35.102957,1947-03-01,2020-02-18,NA
1086,Santa Rosa Dam,New Mexico,BOR,-104.688235,35.02896,1940-01-01,2018-12-18,NA
1092,Nimrod,Arkansas,ACE_LIT,-93.16166,34.95283,1944-01-02,2020-02-18,NA
1093,Wister Lake,Oklahoma,DUKE,-94.719351,34.939583,1979-10-01,2015-09-30,NA
1095,Altus,Oklahoma,BOR,-99.29375,34.889583,1988-02-01,2018-12-18,NA
1101,Arkabutla Dam,Mississippi,ACE_VIC,-90.122793,34.756146,1964-01-01,2019-12-31,NA
1109,Sumner,New Mexico,BOR,-104.387881,34.608174,1965-10-01,2021-01-28,NA
1112,Blakely Mountain Dam,Arkansas,ACE_VIC,-93.195081,34.574105,1961-01-01,2019-12-31,NA
1117,Arbuckle Dike 1,Oklahoma,BOR,-97.026426,34.435509,1990-10-31,2018-12-18,NA
1119,McGee Creek,Oklahoma,BOR,-95.872801,34.315301,1987-04-01,2020-05-05,NA
1120,Waurika Lake,Oklahoma,DUKE,-98.05608,34.239978,1979-10-01,2015-09-30,NA
1121,Degray Dam,Arkansas,ACE_VIC,-93.110417,34.216058,1972-01-01,2019-12-31,NA
1122,Gillham,Arkansas,ACE_LIT,-94.228715,34.211828,1936-07-01,2020-02-18,NA
1123,Broken Bow Lake,Oklahoma,ACE_TUL,-94.684146,34.147952,1979-10-01,2020-12-31,NA
1124,Dierks,Arkansas,DUKE,-94.09561,34.145695,1972-12-01,2020-02-18,NA
1125,Narrows Dam,Arkansas,ACE_VIC,-93.716351,34.149561,1972-01-01,2019-12-31,NA
1127,Dequeen,Arkansas,ACE_LIT,-94.381595,34.099584,1973-08-01,2020-02-18,NA
1128,Hugo Lake,Oklahoma,DUKE,-95.382598,34.011291,1994-11-01,2015-09-30,NA
1134,Pat Mayse Lake,Texas,DUKE,-95.557174,33.85427,1979-10-01,2015-10-31,NA
1135,Denison Dam,Oklahoma,TWDB,-96.573487,33.822946,1979-10-01,2020-12-31,NA
1139,Lake Arrowhead Dam,Texas,TWDB,-98.360383,33.762939,1967-06-02,2020-12-31,NA
1140,Lake Kemp Dam,Texas,TWDB,-99.148818,33.754876,1949-10-02,2020-12-31,NA
1144,Millwood Dam,Arkansas,DUKE,-93.965625,33.694799,1989-01-01,2015-12-31,NA
1145,Lake Kickapoo Dam,Texas,TWDB,-98.778238,33.660121,1946-02-01,2020-12-31,NA
1151,Ray Roberts Dam,Texas,ACE_FOR,-97.052189,33.356409,1987-06-30,2020-05-17,NA
1152,Jim Chapman Lake,Texas,TWDB,-95.627112,33.327054,1980-01-01,2020-12-31,NA
1153,Wright Patman Dam and Lake,Texas,ACE_FOR,-94.161536,33.306363,1954-01-01,2020-05-26,NA
1164,Lewisville Dam,Texas,TWDB,-96.969792,33.069896,1954-11-01,2020-12-31,NA
1170,Lavon Dam,Texas,DUKE,-96.469792,33.033002,1954-09-14,2015-09-30,NA
1171,Grapevine Dam,Texas,TWDB,-97.057957,32.972572,1952-07-02,2020-12-31,NA
1176,Morris Sheppard,Texas,TWDB,-98.428696,32.869311,1941-03-22,2020-12-31,NA
1181,Iron Bridge Dam,Texas,TWDB,-95.91465,32.814655,1960-10-02,2020-12-31,NA
1182,Lake Fork Dam,Texas,TWDB,-95.531853,32.811369,1979-10-02,2020-12-31,NA
1183,Rockwall Forney Dam,Texas,TWDB,-96.501952,32.802749,1980-01-01,2020-12-31,NA
1186,Ferrells Bridge Dam,Texas,TWDB,-94.506269,32.752105,1957-08-23,2020-12-31,NA
1188,Mountain Creek Dam,Texas,TWDB,-96.94375,32.730483,1960-10-02,2020-12-31,NA
1192,Caddo Dam,Louisiana,ACE_VIC,-93.916361,32.707095,1932-07-11,2020-07-13,NA
1194,Benbrook Lake,Texas,TWDB,-97.455208,32.651213,1952-10-02,2020-12-31,NA
1197,Joe Pool Lake,Texas,DUKE,-96.988542,32.642259,1986-01-06,2015-09-30,NA
1202,Brantley,New Mexico,BOR,-104.378655,32.549683,1988-01-01,2021-01-28,NA
1207,Ross Barnett Reservoir,Mississippi,PRVWD,-90.063542,32.398735,1965-01-01,2020-09-30,NA
1216,Squaw Creek Dam,Texas,TWDB,-97.760779,32.294346,1980-01-01,2020-12-31,NA
1218,Lake Pat Cleburne Dam,Texas,TWDB,-97.427188,32.285598,1980-01-01,2020-12-31,NA
1220,Bardwell Lake,Texas,TWDB,-96.647908,32.252524,1965-11-02,2020-12-31,NA
1231,Blackburn Crossing Dam,Texas,TWDB,-95.432925,32.058212,1962-02-02,2020-12-31,NA
1236,Proctor Lake,Texas,ACE_FOR,-98.478125,31.973949,1963-02-01,2020-12-31,NA
1237,Navarro Mills Dam,Texas,ACE_FOR,-96.698596,31.953148,1981-09-30,2020-05-17,NA
1242,Red Bluff Dam,Texas,TWDB,-103.911505,31.906225,1937-02-01,2020-12-31,NA
1243,Robert Lee Dam,Texas,TWDB,-100.519321,31.90205,1968-12-02,2020-12-31,NA
1245,Aquilla Lake,Texas,TWDB,-97.207292,31.899559,1980-01-01,2020-12-31,NA
1247,Whitney Lake,Texas,TWDB,-97.370431,31.869948,1952-01-02,2020-12-31,NA
1249,Hords Creek Dam,Texas,ACE_FOR,-99.561775,31.834514,1948-04-11,2020-05-17,NA
1254,Waco Lake,Texas,ACE_FOR,-97.198025,31.57696,1965-02-26,2020-05-17,NA
1257,Simon Freese Dam,Texas,TWDB,-99.669008,31.502318,1980-01-01,2020-12-31,NA
1258,O.C. Fisher Dam,Texas,ACE_FOR,-100.482578,31.485411,1975-01-01,2020-05-17,NA
1262,Nasworthy Dam,Texas,BOR,-100.478543,31.386193,1988-05-01,2020-05-05,NA
1263,Twin Buttes,Texas,BOR,-100.523438,31.367842,1962-10-02,2021-01-29,NA
1266,Sterling C. Robertson Dam,Texas,TWDB,-96.330328,31.327812,1978-12-01,2020-12-31,NA
1271,Brady Dam,Texas,TWDB,-99.387001,31.138818,1963-05-02,2020-12-31,NA
1273,Belton Dam,Texas,TWDB,-97.473818,31.110239,1954-03-02,2020-12-31,NA
1275,Sam Rayburn Dam And Reservoir,Texas,ACE_FOR,-94.106215,31.064744,1965-03-28,2020-05-16,NA
1277,Stillhouse-Hollow Dam,Texas,TWDB,-97.532714,31.023437,1966-09-02,2020-12-31,NA
1279,Town Bluff Dam,Texas,TWDB,-94.17438,30.799546,1951-05-02,2020-12-31,NA
1280,Buchanan Dam,Texas,LCRA,-98.415803,30.757588,1943-07-01,2020-05-31,NA
1283,Roy Inks Dam,Texas,LCRA,-98.380208,30.73233,1991-12-01,2020-05-31,NA
1285,Granger Dam,Texas,TWDB,-97.337077,30.690415,1980-01-01,2020-12-31,NA
1286,North San Gabriel Dam,Texas,TWDB,-97.727235,30.669258,1980-01-01,2020-12-31,NA
1287,Livingston Dam,Texas,TWDB,-95.015625,30.632678,1968-10-02,2020-12-31,NA
1291,Alvin Wirtz Dam,Texas,LCRA,-98.340775,30.56016,1991-12-01,2020-05-31,NA
1292,Max Starcke Dam,Texas,LCRA,-98.257643,30.557553,1951-08-01,2021-01-29,NA
1294,Mansfield Dam,Texas,LCRA,-97.905713,30.393211,1943-07-01,2020-05-31,NA
1296,Somerville Dam,Texas,ACE_FOR,-96.523958,30.314583,1966-02-02,2020-12-31,NA
1297,Tom Miller Dam,Texas,LCRA,-97.786268,30.295339,1991-12-01,2020-05-31,NA
1302,Canyon Lake,Texas,TWDB,-98.19971,29.871728,1962-07-25,2020-12-31,NA
1315,Coleto Creek Dam,Texas,TWDB,-97.170278,28.735417,1980-01-01,2020-12-31,NA
1316,Choke Canyon,Texas,BOR,-98.245154,28.484779,1980-01-01,2020-12-31,NA
1317,Wesley E. Seale Dam,Texas,BOR,-97.869086,28.047561,1948-09-01,2020-12-31,NA
1585,Beltzville Dam,Pennsylvania,ACE_PHI,-75.637744,40.84943,1987-10-01,2017-03-19,7/1/2010 - 3/19/2017
1586,J. Edward Roush Lake Dam,Indiana,ACE_LOU,-85.467105,40.846824,1969-01-01,2020-01-21,NA
1587,Salamonie Lake Dam,Indiana,ACE_LOU,-85.675829,40.806373,1967-01-01,2020-01-21,NA
1592,Mississinewa Lake Dam,Indiana,ACE_LOU,-85.955208,40.714103,1967-11-01,2020-01-21,NA
1595,Lake Mohawk Dam,Ohio,ACE_HUN,-81.193735,40.672896,1962-01-01,2017-11-26,NA
1600,Pleasant Hill Dam,Ohio,ACE_HUN,-82.324353,40.624274,2000-09-21,2017-11-26,NA
1606,Atwood Dam,Ohio,ACE_HUN,-81.277152,40.523591,1962-01-01,2017-11-26,NA
1615,Blue Marsh Dam,Pennsylvania,ACE_PHI,-76.034375,40.382474,1987-10-01,2017-03-19,NA
1617,Tappan Dam,Ohio,ACE_HUN,-81.225946,40.356622,1986-12-31,2017-11-26,NA
1619,Clendening Dam,Ohio,ACE_HUN,-81.279319,40.270656,1962-01-01,2017-11-26,NA
1620,Piedmont Dam,Ohio,ACE_HUN,-81.218352,40.191827,1986-12-31,2017-11-26,NA
1631,Dillon Dam,Ohio,ACE_HUN,-82.081891,39.99397,1962-01-01,2017-11-26,NA
1634,Clarence J. Brown Dam,Ohio,ACE_LOU,-83.746098,39.951705,1963-03-01,2020-01-21,NA
1636,Senecaville Dam,Ohio,ACE_HUN,-81.433961,39.924326,1962-01-01,2017-11-26,NA
1645,Cecil M. Harden Lake Dam,Indiana,ACE_LOU,-87.067708,39.720158,1960-09-01,2020-01-21,NA
1650,Tom Jenkins Dam,Ohio,ACE_HUN,-82.056248,39.539648,1986-12-31,2017-11-26,NA
1654,Cagles Mill Lake Dam,Indiana,ACE_LOU,-86.914583,39.486722,1953-03-01,2020-01-21,NA
1655,Caesar Creek Lake Dam,Ohio,ACE_LOU,-84.059259,39.485819,1978-01-01,2020-01-21,NA
1656,Brookville Lake Dam,Indiana,ACE_LOU,-84.996875,39.44049,1974-01-01,2020-01-21,NA
1659,Lake Shelbyville Dam,Illinois,ACE_STL,-88.777006,39.410509,1980-01-01,2018-09-01,NA
1683,William H. Harsha Lake Dam,Ohio,ACE_LOU,-84.146664,39.021119,1977-12-01,2020-01-22,NA
1684,Monroe Lake Dam,Indiana,ACE_LOU,-86.50046,39.007857,1965-02-01,2020-01-21,NA
1691,Burnsville Lake Dam,West Virginia,ACE_HUN,-80.617632,38.840775,1986-01-01,2017-11-26,NA
1699,Sutton Dam,West Virginia,ACE_HUN,-80.690625,38.661883,1961-01-01,2017-11-26,NA
1703,Patoka Lake Dam,Indiana,ACE_LOU,-86.706038,38.433971,1977-09-01,2020-01-21,NA
1706,Beech Fork Lake Dam,West Virginia,ACE_HUN,-82.413806,38.301903,1962-01-01,2017-11-26,NA
1707,Grayson Dam,Kentucky,ACE_HUN,-82.984298,38.251318,1968-01-01,2017-11-26,NA
1709,Summersville Dam,West Virginia,ACE_HUN,-80.890208,38.224185,1967-01-01,2017-11-26,NA
1712,East Lynn Dam,West Virginia,ACE_HUN,-82.386678,38.142806,1972-03-01,2017-11-26,NA
1713,Yatesville Dam,Kentucky,ACE_HUN,-82.696959,38.125451,2000-06-13,2017-11-26,NA
1714,Cave Run Lake Dam,Kentucky,ACE_LOU,-83.530932,38.114969,1974-02-01,2020-01-21,NA
1716,Rend Lake Dam,Illinois,DUKE,-88.968937,38.037374,1971-01-16,2016-04-20,NA
1718,Taylorsville Lake Dam,Kentucky,ACE_LOU,-85.302083,38.002023,1983-02-28,2020-01-21,NA
1723,Paintsville Dam,Kentucky,ACE_HUN,-82.871875,37.840562,1986-12-31,2017-11-26,NA
1726,Dewey Dam,Kentucky,ACE_HUN,-82.725985,37.734423,1962-01-01,2017-11-27,NA
1732,Rough River Lake Dam,Kentucky,ACE_LOU,-86.500231,37.61843,1959-06-01,2020-01-21,NA
1733,R.D. Bailey Dam,West Virginia,ACE_HUN,-81.8213,37.600451,1980-02-01,2017-11-26,NA
1735,Fishtrap Dam,Kentucky,ACE_HUN,-82.405835,37.42702,1969-01-01,2017-11-27,NA
1739,Buckhorn Lake Dam,Kentucky,ACE_LOU,-83.469937,37.338027,1960-04-01,2020-01-22,NA
1740,Nolin Lake Dam,Kentucky,ACE_LOU,-86.246529,37.278458,1963-03-01,2020-01-22,NA
1741,Green River Lake Dam,Kentucky,ACE_LOU,-85.339277,37.247917,1969-02-01,2020-01-21,NA
1742,John W. Flannagan Dam,Virginia,ACE_HUN,-82.347917,37.231204,1965-01-01,2017-11-26,NA
1744,Carr Creek Lake Dam,Kentucky,ACE_LOU,-83.031211,37.22716,1976-01-01,2020-01-22,NA
1752,Barkley Dam,Kentucky,ACE_NAS,-88.218748,37.018747,1964-07-04,2019-11-17,NA
1753,Kentucky,Kentucky,TVA,-88.268652,37.010296,1944-08-31,2020-05-31,NA
1754,Laurel Dam,Kentucky,ACE_NAS,-84.267474,36.959995,1974-08-07,2019-11-17,NA
1755,Barren River Lake Dam,Kentucky,ACE_LOU,-86.122475,36.893486,1964-05-01,2020-01-22,NA
1756,Wolf Creek,Kentucky,ACE_NAS,-85.14375,36.867817,1950-08-31,2019-11-17,NA
1758,Philpott Dam,Virginia,ACE_WIL,-80.028689,36.782001,1951-12-01,2020-12-31,NA
1761,John H. Kerr Dam,Virginia,DUKE,-78.294784,36.59626,1952-07-01,2020-06-30,NA
1762,Dale Hollow Dam,Tennessee,ACE_NAS,-85.450254,36.538312,1946-01-02,2019-11-17,NA
1763,South Holston,Tennessee,TVA,-82.085291,36.523027,1950-11-21,2019-12-06,NA
1765,Boone,Tennessee,TVA,-82.434375,36.438918,1952-12-17,2019-12-05,NA
1767,Watauga,Tennessee,TVA,-82.121993,36.3216,1948-12-02,2019-12-06,NA
1768,Old Hickory Dam,Tennessee,ACE_NAS,-86.658869,36.29189,1954-06-02,2019-11-17,NA
1770,Norris,Tennessee,TVA,-84.09268,36.227217,1935-10-02,2019-12-05,NA
1774,Cherokee Saddle Dam 1,Tennessee,TVA,-83.497532,36.164256,1941-12-06,2019-12-05,NA
1775,J. Percy Priest Dam,Tennessee,ACE_NAS,-86.617997,36.155261,1967-09-02,2019-11-17,NA
1776,W. Kerr Scott Dam,North Carolina,DUKE,-81.228204,36.132374,1962-10-01,2020-06-30,NA
1777,Center Hill Dam,Tennessee,ACE_NAS,-85.82558,36.096527,1948-08-11,2019-11-17,NA
1781,Douglas,Tennessee,TVA,-83.534322,35.96336,1943-02-19,2019-12-06,NA
1782,Falls Lake Dam,North Carolina,DUKE,-78.582442,35.945046,1983-12-01,2020-06-30,NA
1783,Melton Hill,Tennessee,TVA,-84.296716,35.882789,1962-01-02,2019-12-05,NA
1786,Oxford,North Carolina,DUKE_ENE,-81.194332,35.821759,2007-01-01,2020-09-17,NA
1787,Great Falls,Tennessee,TVA,-85.621457,35.801042,1938-10-02,2019-12-06,NA
1788,Tellico,Tennessee,TVA,-84.239583,35.789583,1981-01-01,2019-12-06,NA
1789,Rhodhiss,North Carolina,DUKE_ENE,-81.439986,35.772803,2007-01-01,2020-09-17,NA
1790,Lookout Shoals,North Carolina,DUKE_ENE,-81.090611,35.757868,2007-01-01,2020-09-17,NA
1791,Catawba,North Carolina,DUKE_ENE,-81.840625,35.744272,2007-01-01,2020-09-17,NA
1794,Beech River Dam,Tennessee,TVA,-88.416975,35.661986,1986-01-01,2019-12-05,NA
1796,B. Everett Jordan Dam,North Carolina,DUKE,-79.06867,35.656806,1974-01-01,2020-06-30,NA
1797,Watts Bar,Tennessee,TVA,-84.780208,35.623945,1942-01-06,2019-12-06,NA
1800,Normandy,Tennessee,TVA,-86.242708,35.466245,1976-01-05,2019-12-05,NA
1801,Fontana,North Carolina,TVA,-83.807292,35.453399,1944-10-01,2019-12-06,NA
1804,Cowans Ford,North Carolina,DUKE_ENE,-80.952083,35.435689,2007-01-01,2020-09-17,NA
1809,Mountain Island,North Carolina,DUKE_ENE,-80.985417,35.339583,2007-01-01,2020-09-17,NA
1812,Bear Creek,North Carolina,DUKE_ENE,-83.068498,35.241953,2012-01-01,2020-08-31,NA
1814,Tillery,North Carolina,DUKE_ENE,-80.06875,35.207212,2000-01-01,2020-07-13,NA
1815,Nantahala,North Carolina,DUKE_ENE,-83.653125,35.197248,2012-01-01,2020-08-31,NA
1816,Thorpe,North Carolina,DUKE_ENE,-83.153466,35.196105,2012-01-01,2020-08-31,NA
1817,Apalachia,North Carolina,TVA,-84.293303,35.168026,1943-02-13,2019-12-05,NA
1818,Hiwassee,North Carolina,TVA,-84.176042,35.152638,1940-01-01,2019-12-06,NA
1822,Chickamauga,Tennessee,TVA,-85.226742,35.102025,1940-03-04,2019-12-05,NA
1823,Ocoee 1,Tennessee,TVA,-84.646551,35.094393,1939-10-01,2019-12-06,NA
1824,Pickwick Landing,Tennessee,TVA,-88.247429,35.069376,1937-10-01,2019-12-06,NA
1827,Winthrop University Dam,South Carolina,DUKE_ENE,-81.010741,35.022443,2007-01-01,2020-09-17,NA
1828,Chatuge,North Carolina,TVA,-83.79203,35.016806,1942-02-12,2019-12-05,NA
1829,Nickajack,Tennessee,TVA,-85.618247,35.001899,1937-06-30,2019-12-05,NA
1831,Blewett Falls,North Carolina,DUKE_ENE,-79.879,34.983522,2000-01-01,2020-07-14,NA
1833,Nottely,Georgia,TVA,-84.090625,34.955905,1942-01-24,2019-12-05,NA
1834,Blue Ridge,Georgia,TVA,-84.278125,34.881121,1940-02-01,2019-12-05,NA
1835,Wheeler,Alabama,TVA,-87.380231,34.806299,1937-06-30,2019-12-06,NA
1836,Keowee,South Carolina,DUKE_ENE,-82.889333,34.799787,2016-08-16,2020-09-18,NA
1841,Carters Main Dam,Georgia,ACE_MOB,-84.66861,34.614583,1975-07-18,2020-12-31,NA
1842,Fishing Creek,South Carolina,DUKE_ENE,-80.890625,34.60297,2007-01-01,2020-09-17,NA
1843,Cedar Creek,Alabama,TVA,-87.972741,34.54375,1979-01-01,2019-12-05,NA
1846,Little Bear Creek,Alabama,TVA,-87.972917,34.452307,1976-01-01,2019-12-05,NA
1847,Guntersville,Alabama,TVA,-86.39202,34.421538,1938-10-01,2019-12-06,NA
1848,Sardis Dam,Mississippi,ACE_VIC,-89.792634,34.407344,1960-01-01,2019-12-31,NA
1851,Hartwell Dam,Georgia,ACE_SAV,-82.822993,34.360491,1962-04-24,2020-06-03,NA
1852,Wateree,South Carolina,DUKE_ENE,-80.702952,34.336709,2007-01-01,2020-09-17,NA
1855,Upper Bear Creek,Alabama,TVA,-87.692356,34.27409,1978-01-07,2019-12-06,NA
1862,Allatoona Lake Dam and Powerhouse,Georgia,ACE_MOB,-84.726313,34.164969,1952-01-01,2020-12-31,NA
1863,Buford,Georgia,ACE_MOB,-84.072357,34.16084,1959-05-01,2020-12-31,NA
1864,Enid Dam,Mississippi,ACE_VIC,-89.90447,34.151653,1962-01-01,2019-12-31,NA
1869,Grenada Dam,Mississippi,ACE_VIC,-89.76874,33.814591,1961-01-01,2019-12-31,NA
1872,J. Strom Thurmond Dam,Georgia,ACE_SAV,-82.196875,33.662099,1954-01-01,2020-06-03,NA
1883,Wallace,Georgia,ACE_VIC,-83.157149,33.352754,1946-12-27,2020-07-13,NA
1890,Pinopolis West Dam,South Carolina,SAN,-79.999023,33.240867,1942-05-01,2021-03-15,NA
1896,West Point,Georgia,ACE_MOB,-85.192847,32.924552,1975-05-09,2020-12-31,NA
1910,Walter F. George Lock and Dam,Alabama,DUKE,-85.064945,31.627517,1963-12-03,2015-09-30,NA
1916,Jim Woodruff Dam,Florida,USGS,-84.866115,30.708037,1980-01-01,2018-09-01,NA
1924,Golf Course,Florida,SWFMD,-82.266049,28.776316,1942-09-01,1993-09-30,NA
1944,Structure 65,Florida,SWFMD,-81.194247,27.806733,1984-07-18,2018-03-28,NA
1957,Structure 193,Florida,SWFMD,-81.100806,26.941122,1984-01-01,2021-01-31,NA
2149,Franklin Falls Dam,New Hampshire,ACE_CON,-71.654894,43.453369,1980-01-01,2020-12-31,NA
2158,Hopkinton Flood Control Dam,New Hampshire,DUKE,-71.747262,43.188119,1997-01-01,2015-09-30,NA
2180,Wachusett Reservoir Dam,Massachusetts,MWRA,-71.689716,42.402072,1985-01-01,2001-12-31,NA
2186,Quabbin Winsor Dam,Massachusetts,MWRA,-72.340877,42.286673,1964-01-01,2020-09-05,NA
2188,Littleville Dam,Massachusetts,DUKE,-72.88235,42.26612,1997-01-01,2015-09-30,NA
2193,Colebrook River Dam,Connecticut,ACE_CON,-73.019413,41.99076,1980-01-01,2020-12-31,NA
6864,Blandin Dam,Minnesota,MIN,-93.534719,47.231799,2019-08-26,2021-03-02,NA
6865,Winton Dam,Minnesota,MIN,-91.763742,47.932504,2004-01-01,2021-03-03,NA
7214,Ridges Basin,Colorado,BOR,-107.896538,37.219426,1999-12-29,2018-12-31,NA
7306,Wilson,Alabama,TVA,-87.623433,34.79871,1937-06-30,2019-12-06,NA
7308,Richard B. Russell Dam,Georgia,ACE_SAV,-82.600552,34.025484,1984-08-02,2020-06-03,NA
7310,Carlyle Lake Dam,Illinois,ACE_STL,-89.351351,38.619946,1980-01-01,2018-09-01,NA
7311,Elk City Lake,Kansas,DUKE,-95.786274,37.275927,1979-10-01,2015-09-30,NA
7313,Canyon Ferry Dam,Montana,BOR,-111.727374,46.648333,1953-03-27,1948-12-29,NA
7317,Tims Ford,Tennessee,TVA,-86.276254,35.197234,1969-01-01,2019-12-06,NA
7318,Cordell Hull Dam,Tennessee,ACE_NAS,-85.944131,36.29222,1968-04-02,2019-11-17,NA
479,Utah Lake Outlet,Utah,BOR,-111.892115,40.358628,1932-01-01,2021-01-27,NA
516,Homestake Dam,Colorado,BOR,-106.46163,39.367482,2005-04-18,2021-01-26,NA
527,Weber Dam,Nevada,USGS,-118.861185,39.044175,1980-01-01,2020-12-31,NA
596,Wishon Main,California,CDEC,-118.967372,37.003905,1998-09-01,2020-12-31,NA
599,Costilla Dam,New Mexico,USGS,-105.278125,36.877279,1980-01-01,2020-12-31,NA
623,Blue Ridge,Arizona,USGS,-111.186458,34.552889,1980-01-31,2020-12-31,NA
